distance_km,traffic,hour,weekday,type_route,weather,duration_minutes
63.76,MEDIUM,22,4,HIGHWAY,CLEAR,47.82
1115.1,HIGH,9,0,MIXED,CLEAR,2230.2
2853.92,LOW,14,2,MIXED,CLEAR,3305.62
2140.09,MEDIUM,13,1,URBAN,CLEAR,6420.27
1612.26,LOW,6,5,URBAN,CLEAR,3224.52
1012.25,HIGH,6,4,URBAN,CLEAR,6073.5
812.33,LOW,20,6,MIXED,CLEAR,696.28
524.45,LOW,21,0,MIXED,CLEAR,449.53
1642.62,MEDIUM,17,5,MIXED,RAIN,2266.82
2619.63,LOW,1,5,URBAN,FOG,6549.08
2975.88,MEDIUM,18,5,URBAN,CLEAR,16672.81
959.32,LOW,15,4,URBAN,CLEAR,1918.64
72.95,LOW,1,1,URBAN,FOG,182.38
408.77,MEDIUM,20,4,HIGHWAY,CLEAR,306.58
1379.91,HIGH,10,0,URBAN,CLEAR,8279.46
79.97,LOW,8,4,HIGHWAY,CLEAR,47.98
688.42,MEDIUM,2,6,MIXED,CLEAR,826.1
2549.87,HIGH,20,0,MIXED,FOG,6374.67
1175.8,HIGH,10,1,HIGHWAY,RAIN,1352.17
923.58,MEDIUM,2,6,URBAN,FOG,3463.43
373.78,LOW,8,5,URBAN,CLEAR,747.56
2029.17,LOW,4,5,MIXED,CLEAR,1739.29
538.65,HIGH,11,0,MIXED,CLEAR,1077.3
1055.99,LOW,18,2,HIGHWAY,CLEAR,633.59
2772.06,LOW,18,4,MIXED,CLEAR,2376.05
383.93,MEDIUM,8,3,MIXED,CLEAR,460.72
2100.46,LOW,1,5,MIXED,FOG,2250.49
2436.62,HIGH,0,3,MIXED,FOG,6091.55
812.92,LOW,18,0,URBAN,RAIN,1869.72
402.71,MEDIUM,11,2,HIGHWAY,RAIN,347.34
25.11,MEDIUM,17,6,MIXED,CLEAR,30.13
1435.4,MEDIUM,12,1,MIXED,CLEAR,1722.48
2169.06,MEDIUM,16,2,MIXED,RAIN,2993.3
2879.28,MEDIUM,13,6,HIGHWAY,RAIN,2483.38
2448.85,MEDIUM,20,1,HIGHWAY,CLEAR,1836.64
866.83,HIGH,3,0,HIGHWAY,CLEAR,1248.35
623.86,LOW,18,5,HIGHWAY,CLEAR,374.32
1521.6,HIGH,14,5,URBAN,CLEAR,9129.6
2730.09,LOW,23,3,URBAN,CLEAR,5460.18
1293.41,LOW,3,4,URBAN,CLEAR,2586.82
2369.32,HIGH,15,4,URBAN,SNOW,21323.88
2743.45,MEDIUM,3,1,HIGHWAY,SNOW,3086.38
720.14,HIGH,11,0,MIXED,RAIN,1656.32
2313.84,HIGH,16,1,URBAN,SNOW,20824.56
936.56,HIGH,10,4,HIGHWAY,CLEAR,936.56
1822.76,HIGH,23,1,URBAN,CLEAR,10936.56
2620.81,LOW,20,6,HIGHWAY,SNOW,2358.73
2832.39,LOW,11,5,URBAN,CLEAR,5664.78
2750.11,LOW,8,2,MIXED,CLEAR,2357.24
657.53,MEDIUM,2,0,MIXED,RAIN,907.39
709.93,LOW,23,1,HIGHWAY,RAIN,489.85
677.82,MEDIUM,11,3,URBAN,CLEAR,2033.46
1964.08,LOW,15,2,MIXED,SNOW,2525.25
1060.87,MEDIUM,3,6,MIXED,CLEAR,1273.04
81.91,LOW,19,4,MIXED,CLEAR,70.21
471.61,MEDIUM,16,1,URBAN,CLEAR,1414.83
2456.46,HIGH,18,5,HIGHWAY,CLEAR,2456.46
1024.38,LOW,4,2,MIXED,CLEAR,1161.21
1489.01,LOW,18,0,HIGHWAY,CLEAR,893.41
1528.51,LOW,21,4,URBAN,SNOW,4585.53
524.57,MEDIUM,18,6,URBAN,RAIN,1809.77
277.94,LOW,14,5,URBAN,CLEAR,555.88
2171.23,LOW,16,1,HIGHWAY,CLEAR,1302.74
1608.12,LOW,4,0,MIXED,CLEAR,1378.39
2600.95,LOW,18,0,MIXED,CLEAR,2229.39
1720.04,MEDIUM,22,5,URBAN,CLEAR,5160.12
92.1,MEDIUM,23,4,URBAN,FOG,345.37
1526.07,MEDIUM,7,5,URBAN,CLEAR,4578.21
2294.42,LOW,6,0,URBAN,CLEAR,4588.84
604.91,LOW,3,4,URBAN,CLEAR,1209.82
225.06,LOW,10,3,HIGHWAY,CLEAR,135.04
1455.98,LOW,13,3,HIGHWAY,CLEAR,873.59
700.72,LOW,3,2,MIXED,CLEAR,600.62
1033.39,LOW,9,3,HIGHWAY,CLEAR,620.03
1043.4,HIGH,19,3,URBAN,CLEAR,6260.4
1769.53,LOW,14,2,HIGHWAY,SNOW,1592.58
2065.09,LOW,12,3,HIGHWAY,SNOW,1858.58
760.61,LOW,1,0,HIGHWAY,CLEAR,456.37
116.49,LOW,17,6,URBAN,CLEAR,232.98
2795.85,HIGH,23,4,URBAN,CLEAR,16775.1
692.16,LOW,11,0,URBAN,SNOW,2076.48
2846.39,MEDIUM,18,0,HIGHWAY,CLEAR,2134.79
1755.3,LOW,18,0,HIGHWAY,CLEAR,1053.18
2866.88,MEDIUM,20,5,HIGHWAY,CLEAR,2150.16
478.34,HIGH,22,1,HIGHWAY,CLEAR,478.34
2707.42,MEDIUM,12,6,URBAN,RAIN,9340.6
1210.59,HIGH,10,2,URBAN,CLEAR,7263.54
208.74,MEDIUM,10,0,HIGHWAY,FOG,195.69
1319.65,MEDIUM,19,4,HIGHWAY,CLEAR,989.74
2847.03,MEDIUM,15,3,HIGHWAY,RAIN,2455.56
700.21,HIGH,20,1,MIXED,CLEAR,1400.42
1381.86,LOW,6,5,MIXED,CLEAR,1184.45
415.19,LOW,22,1,MIXED,FOG,444.85
2993.34,LOW,6,2,URBAN,CLEAR,5986.68
1222.59,MEDIUM,20,1,HIGHWAY,CLEAR,916.94
2902.1,HIGH,15,6,URBAN,RAIN,20024.49
783.69,LOW,3,1,URBAN,CLEAR,1567.38
277.76,LOW,4,1,HIGHWAY,SNOW,249.98
279.21,HIGH,22,3,URBAN,FOG,2094.07
1791.14,MEDIUM,1,2,HIGHWAY,CLEAR,1343.36
143.87,LOW,15,5,HIGHWAY,RAIN,99.27
622.59,MEDIUM,13,0,HIGHWAY,CLEAR,466.94
2973.78,MEDIUM,10,5,MIXED,CLEAR,3568.54
146.43,MEDIUM,0,5,MIXED,FOG,219.65
210.61,LOW,8,2,MIXED,CLEAR,180.52
1376.42,HIGH,3,0,MIXED,CLEAR,2752.84
2710.23,HIGH,14,5,URBAN,CLEAR,16261.38
770.57,LOW,10,2,URBAN,SNOW,2311.71
2988.14,HIGH,2,3,HIGHWAY,CLEAR,2988.14
428.58,MEDIUM,2,1,HIGHWAY,CLEAR,321.44
681.36,LOW,12,5,URBAN,CLEAR,1362.72
1694.78,LOW,16,4,HIGHWAY,FOG,1271.09
1922.53,MEDIUM,17,2,HIGHWAY,RAIN,1658.18
2915.78,MEDIUM,23,3,URBAN,CLEAR,8747.34
620.85,MEDIUM,13,0,HIGHWAY,RAIN,535.48
2374.94,MEDIUM,11,0,URBAN,CLEAR,7124.82
1058.26,MEDIUM,11,3,HIGHWAY,FOG,992.12
2265.81,HIGH,10,1,MIXED,CLEAR,4531.62
1666.87,MEDIUM,17,3,HIGHWAY,CLEAR,1250.15
884.31,LOW,3,2,URBAN,CLEAR,1768.62
2989.12,LOW,17,3,URBAN,CLEAR,5978.24
833.42,MEDIUM,2,0,MIXED,CLEAR,1000.1
568.2,LOW,9,1,HIGHWAY,FOG,426.15
2925.63,HIGH,4,6,URBAN,CLEAR,17553.78
985.39,LOW,16,1,HIGHWAY,CLEAR,591.23
1127.51,LOW,19,2,MIXED,RAIN,1635.45
2944.43,LOW,15,6,HIGHWAY,CLEAR,1766.66
520.81,LOW,6,0,URBAN,CLEAR,1909.36
1314.96,MEDIUM,17,4,HIGHWAY,RAIN,1134.15
904.75,HIGH,19,2,URBAN,CLEAR,5428.5
276.84,HIGH,14,1,HIGHWAY,RAIN,318.37
1277.65,HIGH,12,3,HIGHWAY,CLEAR,1277.65
1775.01,LOW,2,4,URBAN,CLEAR,3550.02
263.26,HIGH,8,2,MIXED,RAIN,605.5
1969.89,MEDIUM,19,0,URBAN,RAIN,6796.12
282.77,MEDIUM,17,5,HIGHWAY,RAIN,243.89
630.6,MEDIUM,15,1,URBAN,SNOW,3956.59
1555.37,LOW,20,0,URBAN,CLEAR,3110.74
565.97,MEDIUM,10,3,URBAN,CLEAR,1697.91
763.88,MEDIUM,8,0,MIXED,FOG,1145.82
1343.96,HIGH,8,1,HIGHWAY,FOG,1679.95
1016.57,MEDIUM,2,3,URBAN,CLEAR,3049.71
2405.1,MEDIUM,10,2,HIGHWAY,RAIN,2074.4
2028.03,LOW,21,6,URBAN,CLEAR,4056.06
1325.13,LOW,9,3,HIGHWAY,FOG,993.85
1073.92,LOW,4,0,URBAN,CLEAR,2147.84
8.32,LOW,19,6,URBAN,RAIN,19.14
2938.72,MEDIUM,5,4,HIGHWAY,CLEAR,4398.33
1485.18,LOW,9,0,HIGHWAY,CLEAR,891.11
1011.14,MEDIUM,6,5,URBAN,CLEAR,3033.42
1804.04,HIGH,8,5,HIGHWAY,RAIN,2074.65
2420.92,MEDIUM,18,5,MIXED,CLEAR,2905.1
2918.71,MEDIUM,19,1,URBAN,RAIN,10069.55
2341.5,MEDIUM,4,0,HIGHWAY,RAIN,2019.54
1239.24,HIGH,21,2,HIGHWAY,CLEAR,1239.24
1471.78,HIGH,2,3,HIGHWAY,CLEAR,1471.78
476.14,LOW,7,4,URBAN,RAIN,1095.12
1555.28,HIGH,1,2,MIXED,SNOW,4665.84
726.44,HIGH,1,1,URBAN,RAIN,5012.44
1938.14,LOW,22,3,HIGHWAY,CLEAR,1162.88
1226.38,MEDIUM,4,0,MIXED,CLEAR,1471.66
1933.59,LOW,14,4,HIGHWAY,FOG,1450.19
492.14,HIGH,23,1,MIXED,CLEAR,984.28
2342.96,LOW,12,5,URBAN,FOG,5857.4
784.93,LOW,21,1,URBAN,RAIN,1805.34
196.68,LOW,7,0,MIXED,CLEAR,168.58
654.98,HIGH,3,1,MIXED,SNOW,1964.94
1292.14,LOW,9,5,URBAN,CLEAR,2584.28
142.73,MEDIUM,19,1,URBAN,RAIN,492.42
2220.71,LOW,9,2,MIXED,CLEAR,1903.47
245.99,LOW,15,4,MIXED,CLEAR,210.85
1410.01,MEDIUM,2,4,URBAN,FOG,5287.54
1280.11,LOW,18,5,URBAN,CLEAR,2560.22
2076.37,LOW,7,2,HIGHWAY,CLEAR,1245.82
2346.64,LOW,17,4,URBAN,CLEAR,4693.28
871.05,LOW,18,3,MIXED,RAIN,858.61
2454.42,LOW,5,3,MIXED,CLEAR,2103.79
2163.83,LOW,19,3,URBAN,CLEAR,4327.66
2981.7,LOW,7,2,MIXED,RAIN,2939.1
1753.28,LOW,5,6,MIXED,CLEAR,1502.81
279.45,LOW,12,5,MIXED,CLEAR,239.53
1671.52,LOW,20,1,HIGHWAY,CLEAR,1002.91
1993.39,MEDIUM,5,0,URBAN,RAIN,6877.2
276.37,LOW,11,5,HIGHWAY,FOG,207.28
2943.35,HIGH,9,3,MIXED,SNOW,8830.05
1314.82,HIGH,5,1,URBAN,CLEAR,7888.92
2592.12,HIGH,15,3,HIGHWAY,CLEAR,2592.12
2497.3,LOW,12,2,MIXED,CLEAR,2140.54
1608.0,LOW,10,6,MIXED,CLEAR,1378.29
2992.7,MEDIUM,9,5,URBAN,FOG,11222.62
1958.89,HIGH,2,3,URBAN,RAIN,13516.34
457.71,LOW,14,4,MIXED,CLEAR,392.32
1010.1,MEDIUM,0,6,MIXED,FOG,1515.15
2369.6,LOW,13,3,URBAN,RAIN,5450.08
1003.45,MEDIUM,19,4,HIGHWAY,CLEAR,752.59
2920.27,HIGH,10,4,MIXED,CLEAR,5840.54
44.96,LOW,18,5,HIGHWAY,CLEAR,26.98
2558.47,LOW,3,5,URBAN,FOG,6396.17
2352.94,MEDIUM,21,3,HIGHWAY,CLEAR,1764.71
287.65,LOW,11,4,MIXED,CLEAR,246.56
1940.5,LOW,21,1,MIXED,CLEAR,1663.29
2166.61,LOW,5,0,URBAN,CLEAR,4333.22
1098.62,MEDIUM,17,0,URBAN,CLEAR,3295.86
161.4,LOW,9,1,MIXED,CLEAR,138.34
143.3,MEDIUM,0,0,HIGHWAY,RAIN,123.6
1745.52,LOW,1,1,HIGHWAY,CLEAR,1047.31
1029.58,MEDIUM,12,3,URBAN,RAIN,3552.05
2998.94,MEDIUM,20,0,HIGHWAY,CLEAR,2249.2
1073.61,MEDIUM,8,6,MIXED,CLEAR,1288.33
1606.54,MEDIUM,8,3,URBAN,CLEAR,4819.62
791.52,LOW,17,0,MIXED,RAIN,780.21
1946.72,MEDIUM,3,1,URBAN,RAIN,6716.18
2980.79,LOW,6,5,MIXED,CLEAR,2554.96
263.48,LOW,17,6,MIXED,CLEAR,225.84
2229.26,LOW,4,6,MIXED,RAIN,2197.41
802.52,LOW,5,3,MIXED,CLEAR,687.87
1960.13,HIGH,12,4,HIGHWAY,RAIN,2254.15
2435.48,LOW,6,6,MIXED,CLEAR,2087.55
266.22,MEDIUM,5,6,URBAN,RAIN,918.46
2897.52,MEDIUM,2,6,URBAN,SNOW,13038.84
2441.69,MEDIUM,19,5,MIXED,RAIN,3369.53
1750.85,MEDIUM,8,6,MIXED,SNOW,3151.53
158.62,HIGH,22,1,MIXED,CLEAR,317.24
2893.95,LOW,19,6,URBAN,RAIN,6656.08
2543.69,HIGH,7,3,MIXED,FOG,6359.23
1483.16,MEDIUM,4,5,HIGHWAY,CLEAR,1112.37
582.9,LOW,14,5,URBAN,CLEAR,2204.76
511.29,MEDIUM,18,4,HIGHWAY,CLEAR,383.47
2674.6,LOW,4,4,HIGHWAY,CLEAR,1604.76
1736.57,LOW,3,3,MIXED,RAIN,1711.76
1714.99,MEDIUM,12,6,HIGHWAY,CLEAR,1286.24
1901.48,LOW,23,2,HIGHWAY,CLEAR,1140.89
424.19,LOW,7,3,URBAN,CLEAR,848.38
434.19,LOW,13,1,URBAN,CLEAR,868.38
2952.83,MEDIUM,1,4,URBAN,CLEAR,8858.49
1424.66,MEDIUM,9,3,URBAN,SNOW,6410.97
230.02,LOW,1,4,MIXED,CLEAR,197.16
430.34,HIGH,4,5,MIXED,FOG,1989.21
2462.78,HIGH,12,1,URBAN,SNOW,22165.02
218.81,LOW,10,2,URBAN,RAIN,503.26
1145.53,MEDIUM,12,4,HIGHWAY,CLEAR,859.15
499.91,MEDIUM,17,1,HIGHWAY,CLEAR,374.93
187.58,LOW,0,4,URBAN,CLEAR,375.16
1912.49,LOW,3,4,URBAN,CLEAR,3824.98
776.4,MEDIUM,18,3,URBAN,RAIN,2678.58
150.97,LOW,7,5,HIGHWAY,RAIN,104.17
2540.71,LOW,21,2,URBAN,CLEAR,5081.42
2910.91,LOW,10,3,URBAN,RAIN,6695.09
1607.03,LOW,15,1,URBAN,FOG,4017.57
240.88,LOW,3,1,MIXED,CLEAR,206.47
888.1,LOW,1,2,HIGHWAY,CLEAR,532.86
709.27,LOW,19,1,MIXED,CLEAR,607.95
2719.59,LOW,15,3,MIXED,RAIN,2680.74
409.38,MEDIUM,13,4,URBAN,CLEAR,1228.14
638.63,LOW,16,3,HIGHWAY,SNOW,574.77
2961.37,MEDIUM,21,1,URBAN,CLEAR,16770.57
2395.02,MEDIUM,17,4,HIGHWAY,RAIN,2065.7
1905.57,LOW,6,6,HIGHWAY,CLEAR,1143.34
2433.16,HIGH,11,0,HIGHWAY,FOG,3041.45
629.16,LOW,1,0,URBAN,CLEAR,2439.23
2027.74,MEDIUM,10,0,HIGHWAY,CLEAR,1520.81
2878.81,LOW,13,1,MIXED,RAIN,2837.68
1497.69,HIGH,15,4,MIXED,RAIN,3444.69
1555.51,LOW,10,2,MIXED,CLEAR,1333.29
1119.16,LOW,4,5,HIGHWAY,CLEAR,671.5
1961.33,MEDIUM,16,5,URBAN,CLEAR,5883.99
310.64,MEDIUM,5,5,URBAN,RAIN,1071.71
1318.74,LOW,12,2,URBAN,CLEAR,2637.48
403.17,MEDIUM,9,5,HIGHWAY,RAIN,347.73
2994.33,HIGH,10,6,URBAN,RAIN,20660.88
1517.75,LOW,9,2,URBAN,CLEAR,3035.5
1009.6,HIGH,19,5,HIGHWAY,CLEAR,1009.6
601.7,LOW,19,4,MIXED,SNOW,773.61
779.81,LOW,7,3,HIGHWAY,CLEAR,467.89
2631.75,HIGH,9,6,MIXED,CLEAR,5263.5
609.07,HIGH,8,4,URBAN,CLEAR,3654.42
934.91,LOW,13,1,URBAN,CLEAR,1869.82
1956.94,LOW,10,1,URBAN,CLEAR,3913.88
1415.36,LOW,13,4,URBAN,CLEAR,2830.72
2386.8,HIGH,7,3,HIGHWAY,CLEAR,2386.8
2838.14,LOW,3,3,URBAN,CLEAR,5676.28
1370.58,HIGH,15,6,HIGHWAY,FOG,1713.22
2969.88,LOW,13,3,HIGHWAY,CLEAR,1781.93
386.15,HIGH,9,5,HIGHWAY,RAIN,444.07
819.84,HIGH,15,5,MIXED,RAIN,1885.63
2911.38,LOW,22,5,HIGHWAY,CLEAR,1746.83
555.96,HIGH,3,1,MIXED,RAIN,1278.71
2939.58,LOW,23,0,MIXED,SNOW,3779.46
1746.29,LOW,13,3,MIXED,SNOW,2245.23
2642.57,LOW,21,3,MIXED,CLEAR,2265.06
2798.77,LOW,10,1,HIGHWAY,CLEAR,1679.26
1308.56,MEDIUM,21,4,HIGHWAY,CLEAR,981.42
2539.3,MEDIUM,11,4,URBAN,CLEAR,7617.9
2885.37,MEDIUM,1,2,URBAN,CLEAR,8656.11
2285.78,MEDIUM,13,3,URBAN,CLEAR,6857.34
1742.53,LOW,21,1,URBAN,CLEAR,3485.06
1313.05,HIGH,1,6,URBAN,FOG,9847.88
1247.73,MEDIUM,20,5,MIXED,CLEAR,1497.28
974.43,HIGH,15,3,URBAN,CLEAR,5846.58
1482.14,HIGH,2,2,URBAN,FOG,11116.05
2227.49,MEDIUM,22,5,MIXED,FOG,3341.23
2774.73,MEDIUM,0,4,URBAN,FOG,10405.24
1555.03,MEDIUM,0,2,MIXED,CLEAR,1866.04
254.54,LOW,22,2,HIGHWAY,SNOW,229.09
710.66,LOW,5,1,URBAN,CLEAR,1421.32
2542.42,LOW,9,1,URBAN,CLEAR,5084.84
84.96,LOW,22,2,HIGHWAY,SNOW,76.46
62.72,LOW,14,6,URBAN,CLEAR,125.44
170.38,HIGH,21,2,MIXED,CLEAR,340.76
2419.55,HIGH,23,4,HIGHWAY,RAIN,2782.48
2332.04,LOW,1,0,URBAN,CLEAR,4664.08
719.42,LOW,10,0,MIXED,FOG,770.81
1752.69,LOW,19,6,HIGHWAY,CLEAR,1051.61
277.19,MEDIUM,16,0,HIGHWAY,CLEAR,207.89
2608.65,LOW,21,1,URBAN,FOG,6521.62
1561.21,LOW,12,6,URBAN,RAIN,3590.78
2719.56,MEDIUM,15,1,MIXED,CLEAR,3263.47
192.78,MEDIUM,13,0,URBAN,SNOW,867.51
1306.37,MEDIUM,0,5,MIXED,CLEAR,1567.64
2723.6,HIGH,13,1,HIGHWAY,RAIN,3132.14
1969.28,LOW,17,1,URBAN,CLEAR,3938.56
2170.39,LOW,13,0,URBAN,CLEAR,4340.78
31.08,LOW,14,0,HIGHWAY,FOG,23.31
1611.41,LOW,3,2,URBAN,CLEAR,3222.82
2817.56,HIGH,10,0,URBAN,FOG,21131.7
713.21,LOW,18,3,HIGHWAY,CLEAR,427.93
971.25,LOW,20,0,HIGHWAY,RAIN,1029.58
2353.04,HIGH,12,1,HIGHWAY,RAIN,2706.0
2478.95,MEDIUM,12,4,MIXED,CLEAR,2974.74
751.88,HIGH,5,4,URBAN,RAIN,5187.97
637.13,LOW,11,0,URBAN,CLEAR,1274.26
782.21,LOW,17,1,URBAN,RAIN,1799.08
2828.85,LOW,17,2,HIGHWAY,RAIN,1951.91
1033.37,MEDIUM,12,1,URBAN,CLEAR,3100.11
2023.19,MEDIUM,7,4,URBAN,CLEAR,6069.57
2490.23,LOW,6,2,MIXED,CLEAR,2134.48
1910.09,LOW,1,6,MIXED,FOG,2046.53
2466.04,HIGH,18,2,MIXED,RAIN,5671.89
1044.37,MEDIUM,4,0,URBAN,CLEAR,3133.11
2500.45,MEDIUM,23,4,MIXED,CLEAR,3000.54
1366.87,LOW,0,6,URBAN,SNOW,4100.61
804.51,HIGH,23,2,MIXED,RAIN,2838.27
2764.24,MEDIUM,21,3,MIXED,CLEAR,3317.09
881.56,LOW,12,3,URBAN,CLEAR,1763.12
1035.64,HIGH,18,1,MIXED,CLEAR,2071.28
348.57,MEDIUM,8,6,HIGHWAY,CLEAR,261.43
282.42,LOW,2,6,MIXED,CLEAR,242.07
1861.68,HIGH,4,6,HIGHWAY,FOG,2327.1
1602.57,HIGH,4,4,URBAN,RAIN,11057.73
1933.22,MEDIUM,22,2,MIXED,SNOW,3479.8
2498.6,LOW,14,0,URBAN,CLEAR,4997.2
2547.13,MEDIUM,9,6,HIGHWAY,CLEAR,1910.35
1827.34,LOW,11,6,URBAN,CLEAR,3654.68
223.86,HIGH,15,3,URBAN,CLEAR,1343.16
1430.2,LOW,13,6,URBAN,RAIN,3289.46
1690.89,LOW,4,0,URBAN,CLEAR,3381.78
1391.7,LOW,1,1,URBAN,CLEAR,2783.4
2107.84,LOW,9,5,MIXED,RAIN,2077.73
166.52,LOW,16,0,URBAN,CLEAR,333.04
1415.56,MEDIUM,16,3,URBAN,FOG,5308.35
1308.48,MEDIUM,8,1,URBAN,RAIN,4514.26
543.07,MEDIUM,1,2,MIXED,CLEAR,651.68
1137.57,LOW,20,4,URBAN,CLEAR,2275.14
2582.45,MEDIUM,1,2,HIGHWAY,CLEAR,1936.84
333.61,LOW,4,1,URBAN,FOG,834.03
2439.55,MEDIUM,15,2,HIGHWAY,FOG,2287.08
850.98,MEDIUM,14,2,HIGHWAY,SNOW,957.35
481.08,MEDIUM,3,2,HIGHWAY,CLEAR,360.81
1792.87,LOW,23,2,URBAN,CLEAR,3585.74
2881.37,LOW,21,2,HIGHWAY,RAIN,1988.15
260.64,HIGH,5,1,HIGHWAY,CLEAR,260.64
982.75,LOW,4,4,URBAN,CLEAR,1965.5
1573.44,MEDIUM,17,6,URBAN,RAIN,5428.37
727.68,HIGH,22,6,URBAN,CLEAR,4366.08
2799.92,LOW,16,0,URBAN,CLEAR,5599.84
2701.48,MEDIUM,0,4,MIXED,CLEAR,3241.78
1656.88,LOW,13,6,HIGHWAY,CLEAR,994.13
2360.11,MEDIUM,16,0,URBAN,CLEAR,7080.33
2860.62,LOW,7,3,MIXED,CLEAR,2451.96
2252.27,LOW,0,1,HIGHWAY,RAIN,1554.07
293.24,MEDIUM,22,5,HIGHWAY,RAIN,252.92
660.42,LOW,5,3,HIGHWAY,CLEAR,396.25
2736.81,LOW,17,4,URBAN,CLEAR,5473.62
263.83,HIGH,13,1,HIGHWAY,CLEAR,263.83
2288.94,LOW,23,3,URBAN,RAIN,5264.56
2602.89,LOW,16,4,HIGHWAY,RAIN,1795.99
920.28,HIGH,18,6,MIXED,CLEAR,1840.56
2298.17,MEDIUM,7,6,MIXED,RAIN,3171.47
2527.99,LOW,6,1,MIXED,CLEAR,2166.85
612.16,LOW,2,5,MIXED,CLEAR,524.71
955.54,HIGH,2,2,HIGHWAY,RAIN,1098.87
1149.4,LOW,0,1,HIGHWAY,RAIN,793.09
2050.62,LOW,0,5,URBAN,CLEAR,4101.24
1555.37,MEDIUM,18,5,URBAN,RAIN,5366.03
911.18,MEDIUM,8,1,MIXED,RAIN,1257.43
2207.91,LOW,4,1,MIXED,CLEAR,1892.49
449.49,MEDIUM,14,0,HIGHWAY,CLEAR,337.12
2491.65,LOW,2,6,URBAN,CLEAR,4983.3
1392.78,HIGH,12,5,MIXED,SNOW,4178.34
2307.73,LOW,12,1,URBAN,CLEAR,4615.46
1680.26,MEDIUM,12,5,HIGHWAY,CLEAR,1260.2
1802.86,LOW,19,3,HIGHWAY,RAIN,1243.97
143.97,LOW,2,2,URBAN,CLEAR,287.94
1433.48,MEDIUM,3,3,HIGHWAY,CLEAR,1075.11
292.75,LOW,3,4,MIXED,FOG,313.66
1677.67,MEDIUM,0,4,MIXED,CLEAR,2013.2
410.49,LOW,2,0,URBAN,FOG,1026.22
2065.3,LOW,20,5,URBAN,RAIN,4750.19
2384.12,MEDIUM,3,4,HIGHWAY,SNOW,2682.13
807.66,LOW,2,1,URBAN,FOG,2019.15
1316.86,HIGH,14,3,HIGHWAY,SNOW,1975.29
2415.39,LOW,16,4,MIXED,FOG,2587.92
1675.24,MEDIUM,6,5,MIXED,SNOW,3015.43
1838.7,LOW,12,5,URBAN,FOG,4596.75
1196.48,LOW,17,2,URBAN,CLEAR,2392.96
1837.52,HIGH,4,1,URBAN,SNOW,16537.68
1729.07,HIGH,15,5,URBAN,FOG,12968.02
1650.74,LOW,20,5,MIXED,RAIN,1627.16
2869.82,MEDIUM,17,5,HIGHWAY,CLEAR,2152.37
169.13,LOW,9,4,URBAN,CLEAR,338.26
2527.39,LOW,15,0,MIXED,CLEAR,2166.33
1900.42,LOW,0,6,HIGHWAY,CLEAR,1140.25
1775.6,MEDIUM,11,0,URBAN,RAIN,6125.82
2055.33,MEDIUM,22,3,HIGHWAY,CLEAR,2339.6
2054.91,LOW,19,6,HIGHWAY,CLEAR,1232.95
1108.31,LOW,4,5,HIGHWAY,CLEAR,664.99
619.34,MEDIUM,5,5,URBAN,CLEAR,1858.02
49.37,MEDIUM,4,0,HIGHWAY,RAIN,42.58
2904.44,LOW,15,5,MIXED,CLEAR,2489.52
1063.52,HIGH,22,1,MIXED,CLEAR,2585.81
2528.38,LOW,5,6,HIGHWAY,CLEAR,1517.03
1660.33,MEDIUM,0,5,MIXED,CLEAR,1992.4
397.6,HIGH,16,3,HIGHWAY,CLEAR,528.28
1186.97,MEDIUM,10,4,URBAN,RAIN,4095.05
1612.73,MEDIUM,16,1,HIGHWAY,CLEAR,1209.55
2119.13,MEDIUM,12,6,HIGHWAY,RAIN,1827.75
2438.75,LOW,11,4,HIGHWAY,CLEAR,1856.19
1842.68,HIGH,14,5,MIXED,CLEAR,3685.36
1738.24,HIGH,4,4,HIGHWAY,CLEAR,1738.24
1272.45,LOW,12,3,MIXED,CLEAR,1090.67
630.03,HIGH,23,2,URBAN,CLEAR,3780.18
232.21,LOW,12,1,URBAN,SNOW,696.63
997.17,LOW,12,3,HIGHWAY,CLEAR,598.3
1133.69,LOW,10,3,MIXED,CLEAR,971.73
1203.76,LOW,17,5,URBAN,FOG,3009.4
520.19,LOW,7,1,HIGHWAY,SNOW,468.17
2461.69,MEDIUM,1,5,URBAN,CLEAR,7385.07
632.14,MEDIUM,20,2,HIGHWAY,RAIN,545.22
111.09,HIGH,2,3,HIGHWAY,CLEAR,111.09
2955.44,LOW,20,5,MIXED,RAIN,5564.36
109.61,LOW,22,5,MIXED,RAIN,108.04
2190.12,HIGH,22,0,MIXED,CLEAR,4380.24
1292.26,LOW,22,2,URBAN,CLEAR,2584.52
656.94,LOW,0,3,URBAN,CLEAR,1313.88
432.89,HIGH,20,3,HIGHWAY,CLEAR,432.89
2725.65,LOW,11,0,HIGHWAY,CLEAR,1635.39
744.14,LOW,10,0,HIGHWAY,RAIN,513.46
162.19,MEDIUM,10,4,HIGHWAY,CLEAR,121.64
2081.76,LOW,16,0,HIGHWAY,CLEAR,1249.06
58.93,MEDIUM,12,5,URBAN,RAIN,203.31
608.36,MEDIUM,4,2,URBAN,CLEAR,1825.08
2301.0,LOW,1,3,URBAN,SNOW,9283.27
2694.73,MEDIUM,3,0,URBAN,RAIN,9296.82
204.01,LOW,20,0,URBAN,FOG,510.02
2977.75,HIGH,4,3,HIGHWAY,CLEAR,2977.75
